"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PS.G","fix"
"323",393,"Jason Terry\terryja01","SG",33,"DAL",82,10,31.3,6,13.3,0.451,1.5,4.3,0.362,4.5,9,0.493,0.509,2.2,2.6,0.85,0.3,1.6,1.9,4.1,1.1,0.2,2,1.7,15.8,"jasonterry"
"324",395,"Etan Thomas\thomaet01","C",32,"ATL",13,0,6.3,0.8,1.6,0.476,0,0,NA,0.8,1.6,0.476,0.476,0.9,1.2,0.8,0.5,1.3,1.8,0.2,0.1,0.3,0.4,0.8,2.5,"etanthomas"
"325",396,"Kurt Thomas\thomaku01","PF",38,"CHI",52,37,22.7,1.8,3.6,0.511,0,0,1,1.8,3.6,0.508,0.513,0.4,0.6,0.625,1.4,4.3,5.8,1.2,0.6,0.8,0.8,3.2,4.1,"kurtthomas"
"326",397,"Tyrus Thomas\thomaty01","C",24,"CHA",41,2,21,3.8,8.1,0.471,0,0.1,0,3.8,8,0.476,0.471,2.6,3.3,0.787,1.6,3.9,5.5,0.7,0.7,1.6,1.6,2.8,10.2,"tyrusthomas"
"327",398,"Jason Thompson\thompja02","PF",24,"SAC",75,39,23.3,3.6,7.1,0.507,0,0,0,3.6,7.1,0.51,0.507,1.6,2.7,0.605,1.9,4.1,6.1,1.2,0.4,0.6,1.3,2.8,8.8,"jasonthompson"
"328",401,"Anthony Tolliver\tollian01","SF",25,"MIN",65,4,21,2.2,4.8,0.45,0.7,1.8,0.409,1.4,3,0.475,0.526,1.6,2,0.802,1.4,3.1,4.5,1.3,0.4,0.4,0.8,2.2,6.7,"anthonytolliver"
"329",402,"Ronny Turiaf\turiaro01","C",28,"NYK",64,21,17.8,1.6,2.5,0.632,0,0,NA,1.6,2.5,0.632,0.632,1,1.5,0.622,1,2.2,3.2,1.4,0.5,1.1,0.6,2.5,4.2,"ronnyturiaf"
"330",404,"Evan Turner\turneev01","SG",22,"PHI",78,14,23,2.9,6.8,0.425,0.2,0.6,0.318,2.7,6.2,0.435,0.439,1.3,1.6,0.808,0.5,3.4,3.9,2,0.6,0.2,1,1.8,7.2,"evanturner"
"331",405,"Ekpe Udoh\udohek01","C",23,"GSW",58,18,17.8,1.7,3.8,0.437,0,0,NA,1.7,3.8,0.437,0.437,0.7,1.1,0.656,1.4,1.7,3.1,0.7,0.4,1.5,0.8,2.5,4.1,"ekpeudoh"
"332",406,"Ime Udoka\udokaim01","SF",33,"SAS",20,0,6.5,0.3,1.1,0.238,0,0.4,0,0.3,0.7,0.385,0.238,0.2,0.4,0.5,0.3,0.7,1,0.7,0.4,0.1,0.3,0.7,0.7,"imeudoka"
"333",407,"Beno Udrih\udrihbe01","PG",28,"SAC",79,64,34.6,5.2,10.4,0.5,0.8,2.3,0.357,4.4,8.1,0.54,0.539,2.5,2.9,0.864,0.5,2.8,3.4,4.9,1.2,0.1,1.8,2.3,13.7,"benoudrih"
"334",408,"Ben Uzoh\uzohbe01","PG",22,"NJN",42,0,10.4,1.5,3.4,0.424,0.1,0.2,0.375,1.4,3.2,0.426,0.434,0.8,1.3,0.589,0.7,0.7,1.5,1.6,0.3,0.2,0.6,0.7,3.8,"benuzoh"
"335",409,"Anderson Varejao\varejan01","C",28,"CLE",31,31,32.1,3.7,7,0.528,0,0.1,0,3.7,6.9,0.533,0.528,1.7,2.6,0.667,3.2,6.5,9.7,1.5,0.9,1.2,1.3,2.8,9.1,"andersonvarejao"
"336",410,"Greivis Vasquez\vasqugr01","SG",24,"MEM",70,1,12.3,1.4,3.3,0.408,0.4,1.2,0.291,1,2.1,0.476,0.461,0.5,0.6,0.773,0.2,0.9,1,2.2,0.3,0.1,1,1.2,3.6,"greivisvasquez"
"337",411,"Charlie Villanueva\villach01","PF",26,"DET",76,11,21.9,4.1,9.3,0.442,1.6,4.3,0.387,2.5,5.1,0.488,0.53,1.2,1.5,0.767,0.7,3.2,3.9,0.6,0.6,0.6,0.9,2.3,11.1,"charlievillanueva"
"338",413,"Dwyane Wade\wadedw01","SG",29,"MIA",76,76,37.1,9.1,18.2,0.5,0.8,2.7,0.306,8.3,15.5,0.534,0.523,6.5,8.6,0.758,1.6,4.8,6.4,4.6,1.5,1.1,3.1,2.6,25.5,"dwyanewade"
"339",414,"Von Wafer\wafervo01","SG",25,"BOS",58,2,9.5,1.2,2.7,0.421,0.3,1.2,0.269,0.8,1.6,0.533,0.478,0.6,0.7,0.842,0.1,0.7,0.8,0.6,0.3,0.1,0.3,0.7,3.2,"vonwafer"
"340",415,"Henry Walker\walkebi01","SG",23,"NYK",61,1,12.9,1.7,3.9,0.441,1,2.5,0.386,0.7,1.4,0.542,0.566,0.5,0.7,0.705,0.3,1.7,2,0.6,0.3,0.1,0.6,1.3,4.9,"henrywalker"
"341",416,"John Wall\walljo01","PG",20,"WAS",69,64,37.8,5.8,14.1,0.409,0.5,1.7,0.296,5.3,12.4,0.425,0.427,4.4,5.7,0.766,0.5,4.1,4.6,8.3,1.8,0.5,3.8,2.5,16.4,"johnwall"
"342",417,"Ben Wallace\wallabe01","C",36,"DET",54,49,22.9,1.2,2.8,0.45,0,0,0.5,1.2,2.7,0.449,0.453,0.4,1.1,0.333,2.4,4.1,6.5,1.3,1,1,0.8,1.5,2.9,"benwallace"
"343",419,"Luke Walton\waltolu01","SF",30,"LAL",54,0,9,0.7,2.1,0.328,0.1,0.6,0.235,0.6,1.5,0.366,0.362,0.1,0.2,0.7,0.2,1.1,1.2,1.1,0.2,0.1,0.6,0.7,1.7,"lukewalton"
"344",420,"Willie Warren\warrewi01","PG",21,"LAC",19,0,7.1,0.7,1.8,0.371,0.3,0.8,0.333,0.4,1.1,0.4,0.443,0.3,0.4,0.75,0.1,0.6,0.6,1.4,0.3,0,0.4,0.8,1.9,"williewarren"
"345",421,"Hakim Warrick\warriha01","PF",28,"PHO",80,6,17.7,2.9,5.6,0.511,0,0.1,0.091,2.8,5.4,0.522,0.512,2.7,3.7,0.721,1.1,2.6,3.7,0.9,0.4,0.1,1,1.3,8.4,"hakimwarrick"
"346",422,"C.J. Watson\watsocj01","PG",26,"CHI",82,1,13.3,1.8,4.8,0.371,0.5,1.4,0.393,1.2,3.4,0.362,0.426,0.8,1.1,0.742,0.2,1,1.1,2.3,0.7,0.1,0.9,1,4.9,"cjwatson"
"347",423,"Earl Watson\watsoea01","PG",31,"UTA",80,13,19.6,1.6,3.8,0.41,0.5,1.3,0.336,1.1,2.5,0.45,0.469,0.7,1,0.671,0.7,1.6,2.3,3.5,0.8,0.2,1.5,1.8,4.3,"earlwatson"
"348",424,"Kyle Weaver\weaveky01","SG",24,"UTA",5,0,13.8,1.8,5,0.36,0.6,1.4,0.429,1.2,3.6,0.333,0.42,1.4,1.6,0.875,0.4,1.6,2,1.4,0.4,0.4,1.4,0.6,5.6,"kyleweaver"
"349",425,"Martell Webster\webstma02","SF",24,"MIN",46,1,23.8,3.3,7.4,0.447,1.2,2.9,0.417,2.1,4.5,0.466,0.528,2,2.7,0.77,0.8,2.4,3.2,1.2,0.6,0.2,1.3,2.2,9.8,"martellwebster"
"350",426,"Sonny Weems\weemsso01","SF",24,"TOR",59,28,23.9,3.9,8.7,0.444,0.3,1,0.279,3.6,7.7,0.467,0.461,1.2,1.6,0.766,0.7,1.9,2.6,1.8,0.6,0,1.5,1.5,9.2,"sonnyweems"
"351",427,"David West\westda01","PF",30,"NOH",70,70,35,7.5,14.9,0.508,0,0.1,0.222,7.5,14.7,0.51,0.509,3.8,4.7,0.807,2.2,5.3,7.6,2.3,1,0.9,2,2.9,18.9,"davidwest"
"352",428,"Delonte West\westde01","PG",27,"BOS",24,2,18.9,2.3,5,0.458,0.5,1.4,0.364,1.8,3.6,0.494,0.508,0.5,0.6,0.867,0.3,1.3,1.5,2.7,0.8,0.4,1.3,1.2,5.6,"delontewest"
"353",429,"Mario West\westma02","SG",26,"NJN",6,3,19.3,1.5,3.5,0.429,0.2,0.7,0.25,1.3,2.8,0.471,0.452,0.5,0.8,0.6,0.3,1.5,1.8,1.7,1.2,0,0.3,2.2,3.7,"mariowest"
"354",430,"Russell Westbrook\westbru01","PG",22,"OKC",82,82,34.7,7.5,17,0.442,0.4,1.3,0.33,7.1,15.7,0.451,0.454,6.5,7.7,0.842,1.5,3.1,4.6,8.2,1.9,0.4,3.9,2.5,21.9,"russellwestbrook"
"355",432,"Hassan Whiteside\whiteha01","C",21,"SAC",1,0,2,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,2,0,"hassanwhiteside"
"356",433,"Chris Wilcox\wilcoch01","PF",28,"DET",57,29,17.5,3.3,5.6,0.581,0,0,0,3.3,5.6,0.583,0.581,0.9,1.6,0.562,1.7,3.1,4.8,0.8,0.5,0.3,0.8,2.5,7.4,"chriswilcox"
"357",434,"Damien Wilkins\wilkida02","SF",31,"ATL",52,0,13,1.3,2.6,0.504,0,0.2,0.2,1.3,2.4,0.528,0.511,0.8,1.1,0.714,0.4,1.3,1.7,0.8,0.5,0.2,0.4,1.4,3.5,"damienwilkins"
"358",437,"Jawad Williams\willija04","SF",27,"CLE",26,1,15,1.6,4.8,0.325,0.5,1.7,0.289,1.1,3.1,0.346,0.377,0.3,0.5,0.75,0.3,1.6,1.8,0.8,0.3,0.1,0.6,1.3,4,"jawadwilliams"
"359",438,"Lou Williams\willilo02","SG",24,"PHI",75,0,23.3,4.3,10.6,0.406,1.2,3.4,0.348,3.1,7.2,0.434,0.462,3.9,4.7,0.823,0.4,1.6,2,3.4,0.6,0.2,1.4,1.7,13.7,"louwilliams"
"360",439,"Marvin Williams\willima02","SF",24,"ATL",65,52,28.7,3.8,8.3,0.458,0.6,1.7,0.336,3.2,6.6,0.489,0.493,2.3,2.7,0.845,1,3.8,4.8,1.4,0.5,0.4,1,1.6,10.4,"marvinwilliams"
"361",441,"Reggie Williams\willire02","SF",24,"GSW",80,9,20.3,3.4,7.2,0.469,1.3,3,0.423,2.1,4.1,0.502,0.558,1.3,1.7,0.746,0.6,2.1,2.7,1.5,0.4,0,0.7,1.6,9.2,"reggiewilliams"
"362",442,"Shawne Williams\willish03","PF",24,"NYK",64,11,20.7,2.6,6,0.426,1.3,3.3,0.401,1.2,2.7,0.457,0.536,0.6,0.8,0.837,0.9,2.8,3.7,0.7,0.6,0.8,0.7,2.6,7.1,"shawnewilliams"
"363",445,"Metta World Peace\artesro01","SF",31,"LAL",82,82,29.4,3.2,8,0.397,1,2.8,0.356,2.2,5.2,0.419,0.46,1.1,1.7,0.676,1.2,2,3.3,2.1,1.5,0.4,1.1,2.2,8.5,"mettaworldpeace"
"364",446,"Antoine Wright\wrighan01","SG",26,"SAC",7,0,4.4,0.1,1.1,0.125,0,0.6,0,0.1,0.6,0.25,0.125,0,0,NA,0.3,0.1,0.4,0,0.1,0,0.1,0.4,0.3,"antoinewright"
"365",448,"Dorell Wright\wrighdo01","SF",25,"GSW",82,82,38.4,5.9,14,0.423,2.4,6.3,0.376,3.5,7.7,0.462,0.508,2.2,2.8,0.789,1.1,4.2,5.3,3,1.5,0.8,1.6,2.1,16.4,"dorellwright"
"366",449,"Julian Wright\wrighju01","SF",23,"TOR",52,6,14.7,1.6,3.1,0.513,0,0.2,0.2,1.5,2.9,0.533,0.519,0.4,0.8,0.512,0.9,1.4,2.3,1.1,0.8,0.4,0.8,0.9,3.6,"julianwright"
"367",450,"Nick Young\youngni01","SG",25,"WAS",64,40,31.8,6.4,14.6,0.441,1.6,4.2,0.387,4.8,10.4,0.462,0.497,2.9,3.6,0.816,0.4,2.3,2.7,1.2,0.7,0.3,1.4,2.3,17.4,"nickyoung"
"368",451,"Sam Young\youngsa01","SF",25,"MEM",78,46,20.2,3,6.3,0.472,0.2,0.6,0.34,2.8,5.7,0.486,0.489,1.1,1.5,0.767,0.5,1.9,2.4,0.9,0.9,0.3,0.8,1.5,7.3,"samyoung"
"369",452,"Thaddeus Young\youngth01","PF",22,"PHI",82,1,26,5.6,10.3,0.541,0.1,0.3,0.273,5.5,10.1,0.548,0.544,1.5,2.1,0.707,1.9,3.4,5.3,1,1.1,0.3,1.2,2.1,12.7,"thaddeusyoung"
"370",4,"Alexis Ajinca\ajincal01","C",22,"TOT",34,2,10,1.7,3.9,0.444,0.4,1,0.353,1.4,2.9,0.475,0.489,0.4,0.5,0.722,0.5,1.8,2.3,0.3,0.3,0.6,0.5,2.1,4.2,"alexisajinca"
"371",14,"David Andersen\anderda03","PF",30,"TOT",40,0,9.3,1.4,3,0.463,0.2,0.6,0.348,1.2,2.5,0.49,0.496,0.4,0.6,0.636,0.5,1.6,2.1,0.3,0.1,0.2,0.6,1,3.4,"davidandersen"
"372",17,"Carmelo Anthony\anthoca01","SF",26,"TOT",77,77,35.7,8.9,19.5,0.455,1.2,3.3,0.378,7.6,16.3,0.47,0.487,6.6,7.9,0.838,1.5,5.8,7.3,2.9,0.9,0.6,2.7,2.9,25.6,"carmeloanthony"
"373",19,"Gilbert Arenas\arenagi01","PG",29,"TOT",70,16,25.7,3.8,10.5,0.366,1.4,4.7,0.297,2.5,5.8,0.423,0.433,1.7,2.2,0.784,0.3,2.4,2.7,3.9,1.1,0.3,2.5,2.7,10.8,"gilbertarenas"
"374",21,"Hilton Armstrong\armsthi01","C",26,"TOT",53,2,9.2,0.7,1.4,0.487,0,0.1,0.5,0.7,1.4,0.486,0.5,0.3,0.6,0.485,0.8,1.7,2.5,0.3,0.3,0.4,0.5,1.6,1.7,"hiltonarmstrong"
"375",22,"Carlos Arroyo\arroyca01","PG",31,"TOT",64,43,18.5,1.9,4.3,0.44,0.5,1.1,0.449,1.4,3.2,0.436,0.496,0.6,0.7,0.83,0.3,1.3,1.6,2,0.3,0,0.9,1.1,4.8,"carlosarroyo"
"376",27,"Renaldo Balkman\balkmre01","SF",26,"TOT",8,0,7.8,0.8,1.6,0.462,0.1,0.3,0.5,0.6,1.4,0.455,0.5,0.4,0.5,0.75,0.3,0.6,0.9,0.3,0.5,0.3,0.1,1.9,2,"renaldobalkman"
"377",33,"Earl Barron\barroea01","C",29,"TOT",21,7,14.5,1.5,4.7,0.323,0,0,NA,1.5,4.7,0.323,0.323,0.7,1.1,0.625,1.5,2.1,3.6,0.5,0.4,0.3,0.8,2.2,3.8,"earlbarron"
"378",36,"Shane Battier\battish01","SF",32,"TOT",82,59,29,2.8,6.2,0.45,1.2,3.3,0.382,1.5,3,0.525,0.55,0.8,1.1,0.688,1.1,3.5,4.5,2.3,0.8,1,1,1.9,7.6,"shanebattier"
"379",38,"Jerryd Bayless\bayleje01","PG",22,"TOT",71,14,21.1,3.1,7.3,0.422,0.7,2.1,0.336,2.4,5.2,0.456,0.469,2.3,2.9,0.806,0.4,2,2.3,3.7,0.5,0.1,1.8,2.1,9.2,"jerrydbayless"
"380",44,"Mike Bibby\bibbymi01","PG",32,"TOT",80,68,28.6,3.1,7.2,0.431,1.9,4.4,0.44,1.2,2.9,0.417,0.563,0.5,0.8,0.629,0.2,2.2,2.4,3.3,0.6,0.1,1.3,2.2,8.6,"mikebibby"
"381",46,"Chauncey Billups\billuch01","PG",34,"TOT",72,72,32.1,4.7,11,0.427,2,5,0.402,2.7,6,0.448,0.519,5.3,5.8,0.916,0.3,2.3,2.6,5.4,1,0.2,2.5,2,16.8,"chaunceybillups"
"382",61,"Corey Brewer\breweco01","SF-SG",24,"TOT",69,24,21.9,2.8,7.1,0.395,0.4,1.6,0.268,2.4,5.4,0.434,0.426,2,2.8,0.708,0.8,1.7,2.5,1.3,1.4,0.2,1.3,2.3,8,"coreybrewer"
"383",64,"Aaron Brooks\brookaa01","PG",26,"TOT",59,12,21.8,3.7,9.9,0.375,1.2,4,0.297,2.5,5.9,0.427,0.434,2.1,2.4,0.886,0.3,1,1.3,3.9,0.6,0.1,1.7,1.9,10.7,"aaronbrooks"
"384",65,"Derrick Brown\brownde04","SF",23,"TOT",49,1,11.8,1.5,2.7,0.565,0.1,0.2,0.5,1.4,2.5,0.57,0.584,0.7,1.2,0.533,0.8,1.2,2,0.7,0.4,0.2,0.7,1.2,3.8,"derrickbrown"
"385",71,"Rasual Butler\butlera01","SG",31,"TOT",47,2,16.4,1.7,5,0.333,1,2.9,0.338,0.7,2.1,0.327,0.43,0.4,0.6,0.667,0.2,1.4,1.6,0.6,0.2,0.3,0.5,0.8,4.7,"rasualbutler"
"386",78,"Rodney Carney\carnero01","SF",26,"TOT",27,1,12.4,1.7,4.1,0.418,0.6,1.4,0.447,1.1,2.7,0.403,0.495,0.7,1,0.667,0.5,1.3,1.8,0.4,0.4,0.2,0.6,1.2,4.7,"rodneycarney"
"387",79,"DeMarre Carroll\carrode01","PF",24,"TOT",12,0,4.2,0.3,1,0.333,0,0,NA,0.3,1,0.333,0.333,0.2,0.2,1,0.2,0.5,0.7,0.3,0.1,0.1,0,0.4,0.8,"demarrecarroll"
"388",81,"Anthony Carter\cartean01","PG",35,"TOT",33,0,14,1.4,3.2,0.425,0.4,1.2,0.3,1,2,0.5,0.481,0.2,0.2,1,0.2,1.3,1.5,2.1,0.8,0.2,1.2,1.5,3.3,"anthonycarter"
"389",82,"Vince Carter\cartevi01","SG",34,"TOT",73,63,28.1,5.3,12.2,0.437,1.6,4.4,0.361,3.7,7.8,0.479,0.502,1.8,2.4,0.74,0.7,3,3.8,2,0.9,0.3,1.2,2.6,14,"vincecarter"
"390",86,"Wilson Chandler\chandwi01","SF",23,"TOT",72,49,33.3,6,13.2,0.45,1.6,4.4,0.35,4.4,8.8,0.501,0.509,1.8,2.2,0.807,1,4.6,5.7,1.7,0.7,1.3,1.4,2.8,15.3,"wilsonchandler"
"391",88,"Earl Clark\clarkea01","SF",23,"TOT",42,0,11,1.6,3.8,0.43,0,0.1,0,1.6,3.6,0.444,0.43,0.6,1.1,0.574,0.9,1.5,2.4,0.2,0.2,0.4,0.7,1.1,3.9,"earlclark"
"392",89,"Jarron Collins\collija03","C",32,"TOT",28,0,6.5,0.2,0.8,0.286,0,0,NA,0.2,0.8,0.286,0.286,0.3,0.4,0.7,0.5,0.4,0.9,0.1,0.1,0,0.3,1,0.7,"jarroncollins"
"393",100,"Jordan Crawford\crawfjo02","SG",22,"TOT",42,18,24.5,4.6,11.9,0.384,0.8,3,0.258,3.8,8.9,0.427,0.417,1.7,2,0.869,0.7,1.8,2.5,2.8,0.9,0.1,2,1.5,11.7,"jordancrawford"
"394",101,"Dante Cunningham\cunnida01","PF",23,"TOT",78,18,21,2.8,6.1,0.462,0,0.2,0.077,2.8,5.9,0.473,0.463,0.6,0.8,0.726,1.2,2.3,3.6,0.6,0.7,0.6,0.7,2.3,6.2,"dantecunningham"
"395",107,"Baron Davis\davisba01","PG",31,"TOT",58,44,28.4,5,11.9,0.417,1.4,4.1,0.339,3.6,7.8,0.458,0.475,1.7,2.3,0.771,0.6,2.1,2.7,6.7,1.3,0.5,2.5,2.5,13.1,"barondavis"
"396",122,"Goran Dragic\dragigo01","PG",24,"TOT",70,5,17.6,2.7,6.3,0.435,0.8,2.2,0.361,1.9,4.1,0.476,0.499,1.2,1.9,0.624,0.5,1.5,2,2.9,0.7,0.1,1.7,1.8,7.5,"gorandragic"
"397",134,"Semih Erden\erdense01","C",24,"TOT",41,8,14.5,1.5,2.7,0.559,0,0,NA,1.5,2.7,0.559,0.559,1,1.5,0.65,0.9,2,2.9,0.5,0.4,0.6,0.8,2.5,4,"semiherden"
"398",136,"Maurice Evans\evansma01","SF",32,"TOT",73,24,21.2,2.4,5.8,0.417,0.8,2.3,0.329,1.7,3.5,0.475,0.482,0.7,0.8,0.897,0.7,1.4,2.1,0.6,0.5,0.2,0.5,1.8,6.3,"mauriceevans"
"399",142,"Derrick Favors\favorde01","PF",19,"TOT",78,27,19.7,2.8,5.3,0.517,0,0,NA,2.8,5.3,0.517,0.517,1.3,2.2,0.595,2.2,3.1,5.3,0.5,0.4,0.9,1,3.2,6.8,"derrickfavors"
"400",143,"Raymond Felton\feltora01","PG-SG",26,"TOT",75,54,36.5,5.7,13.4,0.425,1.5,4.4,0.353,4.1,9,0.46,0.483,2.6,3.2,0.805,0.6,2.9,3.6,8.3,1.7,0.1,2.9,2,15.5,"raymondfelton"
"401",154,"Dan Gadzuric\gadzuda01","C-PF",32,"TOT",42,9,11,1.3,3.1,0.419,0,0,0,1.3,3,0.422,0.419,0.2,0.6,0.37,1.7,1.5,3.2,0.3,0.3,0.7,0.7,2.2,2.8,"dangadzuric"
"402",155,"Sundiata Gaines\gainesu01","PG",24,"TOT",24,0,12.5,1.8,4.4,0.4,0.4,1.6,0.237,1.4,2.8,0.493,0.443,0.8,1.5,0.5,0.5,1,1.6,1.8,0.7,0,1.1,1,4.6,"sundiatagaines"
"403",156,"Danilo Gallinari\gallida01","PF-SF",22,"TOT",62,60,33.9,4.3,10.3,0.414,1.7,4.7,0.352,2.6,5.6,0.467,0.495,5.4,6.3,0.862,1,4,4.9,1.7,0.8,0.4,1.3,2.3,15.6,"danilogallinari"
"404",162,"Alonzo Gee\geeal01","SG",23,"TOT",56,34,20,2.2,4.7,0.458,0.3,0.9,0.333,1.9,3.8,0.488,0.491,1.3,1.6,0.783,1.1,2.1,3.3,0.7,0.7,0.3,1,1.7,5.9,"alonzogee"
"405",171,"Marcin Gortat\gortama01","C",26,"TOT",80,14,25.4,4.2,7.5,0.561,0,0.1,0.25,4.2,7.5,0.563,0.561,1.8,2.4,0.725,1.9,6,7.9,0.9,0.5,1.1,1,2.4,10.2,"marcingortat"
"406",177,"Jeff Green\greenje02","PF-SF",24,"TOT",75,51,32.4,4.9,10.9,0.449,0.9,2.8,0.303,4.1,8.1,0.499,0.488,2.6,3.3,0.811,1,3.8,4.8,1.4,0.7,0.5,1.3,2.8,13.3,"jeffgreen"
"407",185,"Luke Harangody\haranlu01","PF",23,"TOT",49,0,13.1,1.6,4.2,0.383,0.3,1.3,0.242,1.3,2.9,0.45,0.422,0.4,0.5,0.731,0.8,2.1,2.9,0.6,0.3,0.3,0.3,1.6,3.9,"lukeharangody"
"408",188,"Devin Harris\harride01","PG",27,"TOT",71,70,31.7,4.8,11.5,0.422,0.8,2.5,0.322,4,8.9,0.45,0.458,4.7,5.7,0.833,0.2,2.1,2.4,7.1,1,0.1,2.9,2.3,15.2,"devinharris"
"409",206,"Kirk Hinrich\hinriki01","SG-PG",30,"TOT",72,51,30,3.9,8.7,0.446,1,2.6,0.399,2.8,6,0.467,0.506,1.5,1.8,0.841,0.3,2.2,2.5,4,1,0.2,1.7,2.6,10.2,"kirkhinrich"
"410",222,"Jarrett Jack\jackja01","SG-PG",27,"TOT",83,15,20.7,3.1,7.7,0.408,0.4,1.3,0.306,2.7,6.4,0.429,0.434,2.2,2.6,0.85,0.2,1.8,2.1,2.9,0.7,0.1,1.3,1.2,8.9,"jarrettjack"
"411",228,"Othyus Jeffers\jeffeot01","SG",25,"TOT",17,1,18.9,1.8,3.8,0.477,0.1,0.2,0.25,1.8,3.6,0.492,0.485,1.8,2.7,0.652,1.5,2.5,3.9,1.2,1,0,0.8,1.9,5.5,"othyusjeffers"
"412",231,"Jared Jeffries\jeffrja01","PF",29,"TOT",42,9,14.3,0.7,2,0.349,0,0.2,0.222,0.7,1.8,0.364,0.36,0.3,0.7,0.414,1.5,1.3,2.8,0.9,0.7,0.4,0.5,1.8,1.8,"jaredjeffries"
"413",237,"Chris Johnson\johnsch03","C",25,"TOT",14,1,9.9,0.6,1.5,0.429,0,0,NA,0.6,1.5,0.429,0.429,1.1,1.4,0.75,0.9,1.4,2.3,0.2,0.2,0.6,0.7,1.5,2.4,"chrisjohnson"
"414",238,"James Johnson\johnsja01","SF",23,"TOT",38,25,21.6,2.8,6.2,0.456,0.2,0.9,0.235,2.6,5.3,0.493,0.473,1.2,1.9,0.662,1,2.8,3.7,2.3,0.9,1,1.7,2.5,7.1,"jamesjohnson"
"415",240,"Trey Johnson\johnstr01","SG",26,"TOT",8,0,11.8,1.5,4.1,0.364,0.1,0.4,0.333,1.4,3.8,0.367,0.379,1.1,1.3,0.9,0.3,0.6,0.9,1.4,0.1,0.1,0.6,1.5,4.3,"treyjohnson"
"416",253,"Kosta Koufos\koufoko01","C",21,"TOT",50,2,8.7,1.4,3,0.453,0,0,0,1.4,3,0.459,0.453,0.5,0.9,0.558,1.1,1.5,2.6,0.1,0.2,0.5,0.6,1.2,3.2,"kostakoufos"
"417",254,"Nenad Krstic\krstine01","C",27,"TOT",71,67,22.1,3.3,6.4,0.511,0,0,NA,3.3,6.4,0.511,0.511,1.6,2.1,0.774,1.7,3,4.7,0.4,0.4,0.4,0.8,2.6,8.1,"nenadkrstic"
"418",255,"Carl Landry\landrca01","PF",27,"TOT",76,26,26.4,4.5,9,0.502,0,0.1,0,4.5,9,0.505,0.502,2.8,3.8,0.74,2.2,2.4,4.6,0.8,0.5,0.4,1.4,2.6,11.9,"carllandry"
"419",256,"Acie Law\lawac01","PG",26,"TOT",51,0,14.2,1.6,3.6,0.435,0.1,0.7,0.167,1.5,2.9,0.5,0.452,0.9,1.3,0.734,0.2,1,1.2,1.6,0.6,0,0.8,1.2,4.2,"acielaw"
"420",261,"Rashard Lewis\lewisra02","SF-PF",31,"TOT",57,52,32,4.4,10.2,0.433,1.5,4.3,0.357,2.9,5.9,0.488,0.508,1.4,1.7,0.802,1.2,3.8,5.1,1.6,0.9,0.5,1.5,2.8,11.7,"rashardlewis"
"421",298,"Nazr Mohammed\mohamna01","C",33,"TOT",75,37,17.1,3.1,6,0.522,0,0,0,3.1,6,0.523,0.522,0.9,1.5,0.598,1.9,3,4.9,0.3,0.4,0.7,0.9,2.5,7.1,"nazrmohammed"
"422",300,"Jamario Moon\moonja01","SF",30,"TOT",59,20,17.7,1.7,4.2,0.407,0.6,2.1,0.309,1.1,2.1,0.504,0.484,0.3,0.3,0.882,0.4,2.4,2.8,0.9,0.5,0.6,0.4,1.1,4.3,"jamariomoon"
"423",302,"Timofey Mozgov\mozgoti01","C",24,"TOT",45,14,11.6,1.4,3,0.474,0,0,NA,1.4,3,0.474,0.474,0.8,1.2,0.712,1,1.7,2.7,0.3,0.3,0.6,0.8,1.9,3.6,"timofeymozgov"
"424",304,"Troy Murphy\murphtr01","PF",30,"TOT",35,4,13.3,1.2,3.3,0.368,0.1,0.9,0.152,1.1,2.3,0.457,0.39,0.6,0.9,0.667,0.6,2.6,3.2,0.7,0.4,0.1,0.6,1.3,3.1,"troymurphy"
"425",312,"Steve Novak\novakst01","SF",27,"TOT",30,0,7.2,1.2,2.2,0.522,0.9,1.5,0.565,0.3,0.7,0.429,0.716,0.3,0.3,1,0.1,0.8,0.9,0.1,0,0.2,0.1,0.5,3.5,"stevenovak"
"426",321,"Larry Owens\owensla01","SF",28,"TOT",12,0,11.9,1.3,2.7,0.469,0.5,1.1,0.462,0.8,1.6,0.474,0.563,0.3,0.8,0.444,0.1,1.2,1.3,0.7,0.8,0.4,0.4,1.5,3.3,"larryowens"
"427",327,"Sasha Pavlovic\pavloal01","SG-SF",27,"TOT",31,7,11.7,0.9,2.3,0.403,0.4,1,0.387,0.5,1.3,0.415,0.486,0.2,0.3,0.6,0,1,1,0.5,0.3,0.2,0.4,1.1,2.5,"sashapavlovic"
"428",329,"Kendrick Perkins\perkike01","C",26,"TOT",29,24,25.6,2.3,4.5,0.515,0,0,NA,2.3,4.5,0.515,0.515,1.4,2.5,0.556,2.1,5.9,8,0.9,0.3,0.9,1.9,3.1,6,"kendrickperkins"
